Superlattice								SYK2								Anderson				AA			
W=1.0				W=7.5				gamma=0.2				gamma=0.5				W=30				Alpha=1.5			
Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda	Energy	Lambda
		3.54601	3.22552			3.53821	0.96842			1.02135	3.47341			0.91338	1.24443			10.00227	-0.66233			1.86075	2.28615
		3.54617	3.22085			3.53821	0.97417			1.02146	3.44994			0.91358	1.25364			10.00264	-0.32241			1.86085	2.28632
		3.54703	3.22828			3.53863	0.97922			1.02159	3.43609			0.91361	1.29887			10.00275	-0.173			1.86096	2.28648
		3.54794	3.24454			3.53975	0.9785			1.02186	3.44706			0.91375	1.27996			10.00403	-1.6859			1.86106	2.28665
		3.54894	3.20391			3.54043	0.96667			1.0219	3.46088			0.91385	1.26061			10.00697	0.12272			1.86117	2.28682
		3.54942	3.23144			3.54145	0.9542			1.02222	3.44913			0.91387	1.30478			10.00959	2.20429			1.86127	2.28698
		3.55049	3.21636			3.54196	0.95273			1.02245	3.45004			0.91432	1.28546			10.01091	1.48773			1.86138	2.28715
		3.55087	3.18206			3.54295	0.97671			1.0225	3.44905			0.91445	1.26165			10.01157	2.12848			1.86148	2.28731
		3.55126	3.22512			3.54315	0.98127			1.02259	3.46947			0.91454	1.24038			10.0136	1.72809			1.86159	2.28748
		3.55178	3.23502			3.54362	1.00165			1.02285	3.48638			0.91458	1.25121			10.02192	2.73			1.86169	2.28765
		3.5519	3.25159			3.54383	0.97894			1.02297	3.4843			0.91483	1.28125			10.0226	1.74808			1.86179	2.28781
		3.55286	3.21317			3.54447	0.97652			1.02308	3.434			0.91487	1.26927			10.02462	-1.54596			1.8619	2.28798
		3.55321	3.22521			3.54503	0.94357			1.02318	3.43633			0.91496	1.27131			10.02663	-0.46192			1.862	2.28815
		3.55336	3.23135			3.54586	0.95585			1.02322	3.4479			0.91517	1.23575			10.02927	0.90912			1.86211	2.28831
		3.55378	3.21869			3.54616	0.97807			1.02331	3.46449			0.91531	1.29604			10.02962	2.44111			1.86221	2.28848
		3.55481	3.2384			3.54669	0.97977			1.02352	3.47055			0.91544	1.2754			10.03043	0.00704			1.86232	2.28864
		3.55566	3.23463			3.54736	0.97753			1.02378	3.4792			0.91558	1.27887			10.03124	1.53411			1.86242	2.28881
		3.55647	3.21599			3.5485	0.969			1.02385	3.46632			0.91576	1.28415			10.03223	-1.36518			1.86253	2.28898
		3.5572	3.22104			3.54879	0.96602			1.0241	3.47117			0.91591	1.21721			10.03262	0.26809			1.86263	2.28914
		3.55756	3.25294			3.54903	0.95587			1.02427	3.46085			0.91597	1.26598			10.03514	-2.01931			1.86273	2.28931
		3.55795	3.27696			3.54984	0.96026			1.02444	3.45391			0.91602	1.25496			10.03557	0.32586			1.86284	2.28947
		3.55854	3.20307			3.55014	0.98869			1.02452	3.48641			0.91621	1.24924			10.03615	0.99794			1.86294	2.28964
		3.55961	3.21865			3.55064	0.97117			1.02462	3.45693			0.91627	1.24498			10.03845	-0.97528			1.86305	2.2898
		3.56006	3.23144			3.55181	0.97228			1.02485	3.5078			0.91637	1.2526			10.03901	-0.40804			1.86315	2.28997
		3.56068	3.25904			3.55224	0.95504			1.02514	3.45668			0.9164	1.26736			10.0415	0.7144			1.86325	2.29013
		3.5615	3.22495			3.5524	0.95887			1.02522	3.47527			0.91655	1.25367			10.04347	0.26573			1.86336	2.2903
		3.56162	3.25234			3.55283	0.95632			1.0253	3.46701			0.91693	1.27221			10.04513	-0.23305			1.86346	2.29046
		3.56242	3.24057			3.55422	0.9495			1.02534	3.4551			0.91698	1.26175			10.04522	-1.39014			1.86357	2.29063
		3.56263	3.26961			3.55543	0.98194			1.02548	3.49425			0.91717	1.27035			10.04763	0.15293			1.86367	2.2908
		3.56389	3.20465			3.5563	0.9881			1.02587	3.49123			0.91726	1.28124			10.05004	1.01982			1.86377	2.29096
		3.5645	3.27663			3.55667	0.97521			1.02596	3.45973			0.91731	1.2448			10.05086	-0.12723			1.86388	2.29113
		3.5651	3.22457			3.55742	0.95912			1.02599	3.47377			0.91753	1.25621			10.05102	1.07868			1.86398	2.29129
		3.56567	3.28682			3.55785	0.95481			1.02618	3.48403			0.91768	1.27213			10.05379	0.90064			1.86409	2.29146
		3.56586	3.23693			3.55872	0.98152			1.02644	3.45141			0.91773	1.23245			10.06167	0.40813			1.86419	2.29162
		3.5666	3.23125			3.55964	0.97409			1.02651	3.45652			0.91794	1.26107			10.06178	0.66847			1.86429	2.29179
		3.56744	3.21449			3.55974	0.96647			1.02656	3.45862			0.91798	1.2639			10.06183	1.88675			1.8644	2.29195
		3.56848	3.25864			3.56049	0.9754			1.02688	3.48562			0.9183	1.27517			10.06257	0.81722			1.8645	2.29212
		3.56887	3.20671			3.56075	0.97608			1.02701	3.4733			0.91839	1.27469			10.06314	0.28366			1.8646	2.29228
		3.5693	3.22185			3.5612	0.95539			1.02722	3.43741			0.91851	1.30172			10.0644	0.23877			1.86471	2.29244
		3.5697	3.24389			3.56179	0.96569			1.02731	3.45243			0.91859	1.24052			10.06468	0.1881			1.86481	2.29261
		3.57077	3.20907			3.56223	0.9821			1.02745	3.47726			0.91875	1.25461			10.06491	1.10256			1.86491	2.29277
		3.57102	3.2342			3.56293	0.98019			1.02751	3.45389			0.91884	1.25547			10.06494	2.39439			1.86502	2.29294
		3.57143	3.23917			3.56337	0.98759			1.02785	3.47031			0.919	1.29653			10.06688	-0.09811			1.86512	2.2931
		3.57206	3.26083			3.56348	0.959			1.02791	3.47769			0.91919	1.29118			10.06959	0.06299			1.86522	2.29327
		3.57272	3.21832			3.5649	0.9735			1.02811	3.49259			0.91926	1.29035			10.06992	-0.54217			1.86533	2.29343
		3.57372	3.21537			3.56528	0.97854			1.02826	3.47566			0.91958	1.24378			10.07397	-0.79239			1.86543	2.2936
		3.57429	3.19479			3.56618	0.95508			1.02832	3.49412			0.91961	1.27551			10.0745	1.59555			1.86553	2.29376
		3.57489	3.21593			3.56659	0.9748			1.02841	3.44882			0.91977	1.25106			10.07467	2.93476			1.86564	2.29392
		3.57579	3.23025			3.56672	0.99591			1.0286	3.48501			0.91982	1.24784			10.07549	0.0814			1.86574	2.29409
		3.57647	3.22847			3.56802	0.98316			1.02876	3.49212			0.92	1.28923			10.08531	-0.58147			1.86584	2.29425
		3.57763	3.21824			3.56816	0.96404			1.02891	3.47693			0.92013	1.25392			10.08566	4.14118			1.86595	2.29442
		3.57792	3.25995			3.56874	0.94837			1.029	3.46778			0.92016	1.29592			10.08626	-1.8546			1.86605	2.29458
		3.57849	3.22321			3.56951	0.96164			1.02918	3.50689			0.92035	1.33243			10.08743	0.38591			1.86615	2.29474
		3.57869	3.20255			3.56953	0.95138			1.02931	3.46787			0.92047	1.2643			10.09066	-0.67744			1.86626	2.29491
		3.57932	3.22282			3.57006	0.96671			1.02942	3.47429			0.92081	1.26286			10.09113	2.47383			1.86636	2.29507
		3.57992	3.23015			3.57057	0.97837			1.02954	3.47596			0.92085	1.2952			10.09113	0.05548			1.86646	2.29524
		3.58028	3.22834			3.57131	0.97227			1.02971	3.46544			0.92095	1.28298			10.09294	0.2759			1.86656	2.2954
		3.58053	3.20269			3.57171	0.9786			1.02996	3.48996			0.92105	1.25568			10.09295	0.07765			1.86667	2.29556
		3.58184	3.21591			3.57352	0.97366			1.02998	3.4692			0.92144	1.28793			10.09352	0.10413			1.86677	2.29573
		3.58296	3.22577			3.57374	0.99181			1.03012	3.48435			0.9215	1.26853			10.0961	-0.24411			1.86687	2.29589
		3.58308	3.28824			3.57419	0.98456			1.03031	3.44581			0.92155	1.26658			10.09674	-0.1554			1.86697	2.29605
		3.58354	3.24606			3.57514	0.97534			1.03045	3.45907			0.92157	1.25722			10.09867	0.98739			1.86708	2.29622
		3.58419	3.26336			3.57536	0.97657			1.03066	3.47593			0.9217	1.26843			10.09888	1.23288			1.86718	2.29638
		3.58468	3.2064			3.57605	0.95407			1.03079	3.47866			0.92184	1.26964			10.09929	0.96246			1.86728	2.29654
		3.58545	3.21112			3.57641	0.97494			1.03091	3.48562			0.92197	1.24477			10.09947	0.67626			1.86738	2.29671
		3.58558	3.23738			3.57768	0.9815			1.03104	3.47487			0.92201	1.25335			10.10039	0.98197			1.86749	2.29687
		3.58647	3.19995			3.57801	0.99866			1.03114	3.50486			0.92244	1.26253			10.10124	-1.20083			1.86759	2.29703
		3.58736	3.22175			3.57864	0.97331			1.03119	3.49246			0.92252	1.2852			10.1027	-0.55975			1.86769	2.2972
		3.58784	3.19496			3.57943	0.96748			1.03131	3.49366			0.92264	1.29666			10.10566	-0.43186			1.86779	2.29736
		3.5888	3.22814			3.57992	0.97636			1.03152	3.49242			0.92272	1.29489			10.10594	1.05249			1.8679	2.29752
		3.58895	3.26437			3.58035	0.97135			1.03186	3.50208			0.92292	1.24868			10.10616	-1.26381			1.868	2.29769
		3.58952	3.24252			3.58106	0.95053			1.03193	3.46733			0.92303	1.28423			10.10632	1.34166			1.8681	2.29785
		3.5899	3.21255			3.58205	0.97393			1.03219	3.4622			0.92322	1.265			10.10757	-0.04067			1.8682	2.29801
		3.59097	3.20503			3.5823	0.98064			1.03229	3.46973			0.92338	1.29963			10.10874	0.08067			1.86831	2.29818
		3.59159	3.23015			3.58291	0.95961			1.03239	3.48116			0.92356	1.26884			10.10916	1.27938			1.86841	2.29834
		3.59235	3.23869			3.58355	0.96442			1.03256	3.43926			0.92362	1.28203			10.10929	-0.49308			1.86851	2.2985
		3.59286	3.23586			3.58413	0.96191			1.03267	3.48905			0.92378	1.25474			10.11249	0.32605			1.86861	2.29866
		3.59393	3.21293			3.58499	0.96206			1.03283	3.48069			0.92393	1.24597			10.11339	2.81958			1.86871	2.29883
		3.59464	3.23261			3.5852	0.96351			1.03292	3.46384			0.92396	1.25429			10.122	0.00812			1.86882	2.29899
		3.59474	3.23601			3.58592	0.97602			1.03298	3.519			0.92411	1.28838			10.12325	1.27148			1.86892	2.29915
		3.59547	3.23885			3.58673	0.95887			1.03329	3.47334			0.92423	1.27398			10.12716	0.96255			1.86902	2.29931
		3.59572	3.23639			3.58706	0.97098			1.03353	3.50934			0.92432	1.24667			10.13264	0.4807			1.86912	2.29948
		3.59682	3.20734			3.58736	0.96752			1.03367	3.4665			0.92439	1.27291			10.13396	0.10582			1.86922	2.29964
		3.59712	3.23849			3.58769	0.96659			1.03372	3.46719			0.92452	1.2836			10.13488	-0.55459			1.86933	2.2998
		3.59745	3.29974			3.58852	0.96309			1.03384	3.47806			0.92459	1.26797			10.13556	-0.17804			1.86943	2.29996
		3.59864	3.29223			3.58893	0.96521			1.03389	3.47346			0.9248	1.29991			10.13727	-0.33275			1.86953	2.30013
		3.59996	3.2675			3.59021	0.98389			1.03415	3.48555			0.92505	1.27656			10.138	3.02921			1.86963	2.30029
		3.60012	3.25923			3.59032	0.96089			1.03429	3.48664			0.92523	1.26701			10.14137	0.48345			1.86973	2.30045
		3.60083	3.19921			3.59092	0.98392			1.03449	3.48563			0.92525	1.26906			10.14272	-0.26335			1.86983	2.30061
		3.60146	3.23421			3.59138	0.94135			1.03456	3.47448			0.92544	1.30162			10.14283	1.57901			1.86993	2.30077
		3.6019	3.24251			3.59207	0.96297			1.03464	3.47872			0.92567	1.27504			10.14652	-1.08687			1.87004	2.30094
		3.60233	3.27193			3.59244	0.95606			1.03482	3.47201			0.92576	1.26279			10.14739	0.82425			1.87014	2.3011
		3.60298	3.25292			3.59289	0.9894			1.03489	3.48511			0.92586	1.28456			10.14957	1.76293			1.87024	2.30126
		3.60387	3.28713			3.59374	0.94325			1.0352	3.50271			0.92611	1.25967			10.15048	-1.81244			1.87034	2.30142
		3.60425	3.24756			3.59423	0.98253			1.03542	3.46466			0.92615	1.26095			10.15077	2.28349			1.87044	2.30158
		3.60495	3.24409			3.59553	0.95563			1.03555	3.50707			0.92628	1.28891			10.15109	1.57571			1.87054	2.30175
		3.60521	3.26203			3.59623	0.97642			1.03572	3.47473			0.92637	1.28592			10.15144	0.3173			1.87064	2.30191
		3.60552	3.29995			3.5967	0.97938			1.03584	3.48505			0.92651	1.29994			10.15168	-2.16823			1.87075	2.30207
		3.60654	3.22452			3.59713	0.96252			1.03593	3.48383			0.9266	1.30336			10.15176	1.72996			1.87085	2.30223
		3.60721	3.244			3.5979	0.97056			1.03616	3.48824			0.92679	1.30877			10.15428	0.25713			1.87095	2.30239
		3.6078	3.26188			3.59822	0.94613			1.03624	3.4944			0.92682	1.25827			10.15471	0.62963			1.87105	2.30255
		3.60832	3.21291			3.59862	0.97465			1.03633	3.48631			0.92699	1.27947			10.15544	1.36728			1.87115	2.30271
		3.60918	3.23344			3.59942	0.98407			1.03657	3.49398			0.9271	1.27776			10.15572	-1.04644			1.87125	2.30288
		3.60957	3.25255			3.6003	0.9583			1.0367	3.51233			0.92727	1.25427			10.15597	-0.13239			1.87135	2.30304
		3.61095	3.24296			3.60127	0.96695			1.03677	3.49211			0.92749	1.32582			10.15906	0.38788			1.87145	2.3032
		3.61136	3.2228			3.60174	0.96828			1.03702	3.48491			0.9275	1.28622			10.16074	1.52558			1.87155	2.30336
		3.61157	3.24484			3.60212	0.97584			1.03718	3.49335			0.92764	1.26921			10.16142	-0.37768			1.87166	2.30352
		3.61241	3.22226			3.60267	0.94933			1.03727	3.48919			0.92775	1.27356			10.16252	1.46998			1.87176	2.30368
		3.61294	3.22703			3.60344	0.96294			1.03742	3.49235			0.92798	1.28545			10.16294	1.35041			1.87186	2.30384
		3.61384	3.24326			3.60408	0.9608			1.03767	3.50307			0.92812	1.2542			10.16378	-0.20275			1.87196	2.304
		3.6146	3.24352			3.6049	0.96471			1.03771	3.49865			0.92839	1.28656			10.16394	1.1597			1.87206	2.30417
		3.61513	3.22917			3.60517	0.95623			1.03777	3.49794			0.92847	1.30971			10.16555	-1.05172			1.87216	2.30433
		3.61594	3.27966			3.60575	0.98356			1.03791	3.46845			0.92861	1.26376			10.16584	-1.41376			1.87226	2.30449
		3.61622	3.24738			3.60644	0.9892			1.03826	3.4647			0.92871	1.30972			10.16605	0.0861			1.87236	2.30465
		3.61654	3.28932			3.60685	0.96673			1.03832	3.46454			0.92876	1.22871			10.16865	-0.11717			1.87246	2.30481
		3.61729	3.29869			3.60852	0.96804			1.03847	3.50334			0.92889	1.28035			10.169	1.31219			1.87256	2.30497
		3.61742	3.24228			3.60856	0.97522			1.03869	3.48967			0.92904	1.26006			10.16925	-0.70869			1.87266	2.30513
		3.618	3.22374			3.60922	0.98718			1.03875	3.48163			0.92925	1.30164			10.1693	2.91833			1.87276	2.30529
		3.61855	3.23219			3.60987	0.97559			1.03888	3.51023			0.92929	1.26991			10.16985	0.65056			1.87286	2.30545
		3.61954	3.25695			3.6102	0.98276			1.0391	3.51198			0.92945	1.26115			10.17149	1.32313			1.87296	2.30561
		3.61994	3.25664			3.61045	0.96666			1.03915	3.49707			0.92967	1.25221			10.17257	-0.1304			1.87306	2.30577
		3.62046	3.24051			3.61098	0.96209			1.03928	3.46076			0.9297	1.28414			10.17264	2.66104			1.87316	2.30593
		3.62148	3.23504			3.61156	0.94362			1.03939	3.50224			0.92986	1.28561			10.17301	1.23447			1.87326	2.30609
		3.62216	3.22644			3.61266	0.95719			1.03972	3.46928			0.92992	1.26654			10.17433	-0.67475			1.87336	2.30625
		3.62294	3.21794			3.61322	0.96348			1.03993	3.4739			0.93027	1.26398			10.17719	-0.47245			1.87346	2.30641
		3.62335	3.24056			3.61377	0.98996			1.04008	3.5176			0.93043	1.28337			10.17873	1.4988			1.87357	2.30657
		3.62445	3.26563			3.61463	0.98131			1.04012	3.48095			0.93047	1.28247			10.18012	0.90179			1.87367	2.30673
		3.6247	3.19823			3.61543	0.97818			1.04026	3.49114			0.93053	1.25675			10.18256	-1.40768			1.87377	2.30689
		3.62572	3.22452			3.61564	0.96282			1.04044	3.47378			0.93076	1.29652			10.18275	0.17089			1.87387	2.30705
		3.62581	3.23641			3.6166	0.96601			1.04049	3.47119			0.9308	1.29397			10.18316	1.88082			1.87397	2.30721
		3.62642	3.20351			3.61754	0.95871			1.04067	3.5073			0.93085	1.28147			10.1837	1.04422			1.87407	2.30737
		3.62705	3.27154			3.61786	0.98593			1.04072	3.4953			0.93095	1.26278			10.1853	0.92675			1.87417	2.30753
		3.62744	3.24761			3.61855	0.97666			1.04093	3.46745			0.93111	1.28292			10.18537	0.49835			1.87427	2.30769
		3.62836	3.22812			3.6191	0.96665			1.04114	3.49448			0.93135	1.28261			10.18568	-1.11306			1.87437	2.30785
		3.62913	3.24058			3.6198	0.98442			1.04127	3.4884			0.93139	1.30005			10.19055	0.71749			1.87446	2.30801
		3.63007	3.24507			3.62009	0.97899			1.04139	3.48651			0.93153	1.27414			10.192	-0.35692			1.87456	2.30817
		3.63031	3.28631			3.62079	0.96376			1.04162	3.49084			0.93177	1.26967			10.19425	-0.17154			1.87466	2.30833
		3.63071	3.18983			3.62126	0.97189			1.04172	3.52373			0.93188	1.30784			10.19624	0.6996			1.87476	2.30849
		3.63115	3.24121			3.6219	0.95974			1.04192	3.51679			0.93206	1.29503			10.19957	-1.32148			1.87486	2.30865
		3.63206	3.22333			3.62287	0.97739			1.04204	3.49891			0.93212	1.28973			10.20074	-2.06548			1.87496	2.30881
		3.63244	3.27096			3.6233	0.97405			1.04216	3.50354			0.93218	1.32617			10.2016	-0.70321			1.87506	2.30897
		3.63345	3.23701			3.62385	0.96348			1.04245	3.49629			0.93232	1.27422			10.20217	0.72661			1.87516	2.30913
		3.63377	3.23627			3.62454	0.96053			1.04254	3.48033			0.93236	1.26034			10.20248	-1.13301			1.87526	2.30929
		3.63467	3.24758			3.62496	0.9618			1.04272	3.48973			0.93249	1.28648			10.20433	1.62205			1.87536	2.30945
		3.63545	3.27154			3.62533	0.97382			1.04284	3.51338			0.93261	1.28442			10.20491	1.06393			1.87546	2.30961
		3.63626	3.21561			3.62627	0.97664			1.04304	3.48258			0.93279	1.30767			10.20606	0.46391			1.87556	2.30977
		3.63668	3.27762			3.62716	0.97038			1.0431	3.50853			0.93294	1.25499			10.20724	-3.09717			1.87566	2.30992
		3.63739	3.23667			3.62823	0.997			1.04316	3.52023			0.933	1.29144			10.20806	0.16587			1.87576	2.31008
		3.63786	3.23753			3.62851	0.97782			1.04338	3.48792			0.93318	1.2652			10.21061	0.36666			1.87586	2.31024
		3.63846	3.22289			3.62929	0.96017			1.04353	3.48996			0.93326	1.29641			10.21176	-0.59559			1.87596	2.3104
		3.63895	3.24736			3.62966	0.97645			1.04364	3.52034			0.93343	1.29436			10.21206	-2.16418			1.87606	2.31056
		3.63932	3.25716			3.6303	0.96886			1.04379	3.49345			0.93359	1.25261			10.21319	-1.15878			1.87616	2.31072
		3.64007	3.25338			3.6304	0.98098			1.04392	3.51543			0.93368	1.26601			10.215	-1.14229			1.87626	2.31088
		3.64142	3.27261			3.63097	0.96736			1.04406	3.47008			0.9338	1.28538			10.21557	1.8361			1.87635	2.31104
		3.64161	3.27319			3.63181	0.96747			1.04411	3.48888			0.93398	1.30187			10.21692	0.27221			1.87645	2.31119
		3.64217	3.24278			3.63238	0.95786			1.0443	3.52983			0.93399	1.26407			10.22187	1.56771			1.87655	2.31135
		3.64327	3.2714			3.63303	0.97092			1.04447	3.49163			0.9342	1.2652			10.22318	0.33811			1.87665	2.31151
		3.64366	3.21772			3.63399	0.94903			1.04459	3.51614			0.93441	1.29013			10.22436	1.1354			1.87675	2.31167
		3.64419	3.26843			3.63509	0.96274			1.04472	3.50422			0.93456	1.29565			10.22937	0.41571			1.87685	2.31183
		3.64496	3.27327			3.63533	0.97441			1.04495	3.51238			0.93465	1.27525			10.23003	0.51541			1.87695	2.31199
		3.64552	3.23242			3.63624	0.98558			1.04523	3.50448			0.93484	1.28416			10.23011	-1.15091			1.87705	2.31214
		3.64635	3.25723			3.63699	0.98355			1.04535	3.51713			0.93492	1.2548			10.23042	0.80994			1.87715	2.3123
		3.64668	3.29741			3.63806	0.98207			1.0455	3.4779			0.93502	1.28829			10.23386	-0.86213			1.87724	2.31246
		3.64716	3.28888			3.63821	0.95668			1.04563	3.46832			0.93533	1.27772			10.23445	0.04853			1.87734	2.31262
		3.64803	3.28231			3.63845	0.97062			1.04568	3.48142			0.93541	1.27693			10.23815	0.43842			1.87744	2.31277
		3.64852	3.21789			3.63896	0.96851			1.04583	3.4801			0.93551	1.27654			10.23817	-0.09379			1.87754	2.31293
		3.64922	3.26571			3.63978	0.97789			1.04602	3.50833			0.93568	1.28333			10.24434	-0.4683			1.87764	2.31309
		3.64991	3.24787			3.64069	0.95968			1.04613	3.52501			0.93591	1.29847			10.2444	0.57546			1.87774	2.31324
		3.65065	3.27989			3.64103	0.96077			1.04645	3.50106			0.93594	1.2645			10.24631	1.24202			1.87784	2.3134
		3.65099	3.22514			3.64208	0.9843			1.04666	3.49922			0.93613	1.31158			10.24739	0.28485			1.87793	2.31355
		3.65186	3.2932			3.64249	0.97916			1.04667	3.50027			0.93618	1.31243			10.24785	0.23522			1.87803	2.31371
		3.65257	3.2624			3.64331	0.96035			1.04678	3.51409			0.93625	1.30321			10.24835	-0.48525			1.87813	2.31386
		3.65319	3.23822			3.64371	0.99436			1.04698	3.49157			0.93646	1.26902			10.24886	1.17771			1.87823	2.31401
		3.6535	3.26918			3.64406	0.97318			1.04711	3.51377			0.93651	1.27631			10.25236	0.21553			1.87833	2.31415
		3.65429	3.20201			3.64441	0.96261			1.04734	3.48631			0.9367	1.30655			10.2538	0.35486			1.87843	2.31428
		3.65465	3.2478			3.64489	0.97819			1.04737	3.49255			0.9368	1.28297			10.25419	0.65302			1.87852	2.31436
		3.65525	3.22225			3.64543	0.9723			1.04741	3.46718			0.93698	1.29305			10.25475	-0.24227			1.87862	2.3137
		3.65608	3.23549			3.64628	0.96802			1.04764	3.52242			0.93701	1.27937			10.2561	0.88546			1.87872	2.31509
		3.65666	3.27009			3.64694	0.96496			1.04778	3.50444			0.93707	1.30615			10.25615	-0.75372			1.87882	2.31511
		3.65728	3.24447			3.6474	0.98489			1.0478	3.47097			0.93715	1.29369			10.25767	1.85984			1.87892	2.31523
		3.6581	3.24464			3.64868	0.96585			1.04813	3.47636			0.93743	1.27269			10.258	0.00548			1.87902	2.31537
		3.65816	3.23922			3.64944	0.99038			1.04824	3.50572			0.93749	1.29716			10.2603	-0.77269			1.87911	2.31552
		3.65888	3.24681			3.65003	0.97725			1.04833	3.51143			0.93771	1.2677			10.26162	0.1701			1.87921	2.31567
		3.65937	3.29114			3.65092	0.97351			1.04863	3.50757			0.93783	1.24445			10.26243	-0.55096			1.87931	2.31582
		3.66038	3.22878			3.65149	0.96591			1.04872	3.51974			0.93794	1.26576			10.26259	0.95112			1.87941	2.31597
		3.66075	3.28198			3.65155	0.96343			1.04897	3.49777			0.9381	1.29715			10.26315	0.21038			1.8795	2.31613
		3.66176	3.21375			3.65257	0.97501			1.04908	3.48369			0.93836	1.2546			10.26389	2.46355			1.8796	2.31628
		3.66221	3.29877			3.65325	0.96924			1.04921	3.49662			0.93837	1.27377			10.26605	-0.33167			1.8797	2.31644
		3.66324	3.23969			3.65363	0.95945			1.04932	3.50026			0.93868	1.28441			10.26612	3.56362			1.8798	2.31659
		3.66455	3.25369			3.65454	0.96916			1.04953	3.49096			0.93874	1.2835			10.26652	0.10103			1.8799	2.31675
		3.66468	3.27275			3.65517	0.97436			1.04967	3.49717			0.93891	1.26142			10.26693	1.54797			1.87999	2.3169
		3.66479	3.21038			3.65558	0.95375			1.04982	3.51782			0.93904	1.30429			10.26799	-0.31619			1.88009	2.31706
		3.66511	3.22228			3.6558	0.97752			1.05019	3.47838			0.93921	1.28656			10.2697	0.5083			1.88019	2.31722
		3.66617	3.23991			3.65721	0.9661			1.05031	3.4637			0.93927	1.27886			10.26975	-0.11247			1.88029	2.31737
		3.66687	3.22557			3.65771	0.97045			1.05047	3.50897			0.93938	1.28101			10.27017	0.3252			1.88038	2.31753
		3.66712	3.22002			3.65844	0.96966			1.05056	3.50833			0.93947	1.27484			10.27021	0.07667			1.88048	2.31769
		3.6675	3.24933			3.6587	0.97597			1.05064	3.53134			0.93973	1.31001			10.27217	-0.44609			1.88058	2.31784
		3.66829	3.25775			3.65928	0.96241			1.05074	3.49727			0.93976	1.28948			10.27253	2.6565			1.88068	2.318
		3.66905	3.23243			3.66009	0.96865			1.05091	3.53026			0.93986	1.29577			10.27285	-1.29453			1.88077	2.31816
		3.66955	3.24398			3.66057	0.95021			1.05096	3.52084			0.94006	1.28388			10.27502	-0.24716			1.88087	2.31831
		3.67028	3.27619			3.66136	0.9649			1.0512	3.48203			0.94035	1.29699			10.27559	0.35081			1.88097	2.31847
		3.67056	3.23813			3.66186	0.95659			1.05142	3.53253			0.94039	1.22352			10.27684	1.20749			1.88107	2.31862
		3.67152	3.28802			3.66234	0.96869			1.05151	3.51481			0.94063	1.297			10.27739	-0.66354			1.88116	2.31878
		3.67165	3.28682			3.66309	0.95711			1.05177	3.52185			0.9407	1.27185			10.27757	0.42292			1.88126	2.31894
		3.67271	3.26498			3.6635	0.9737			1.05183	3.4934			0.94085	1.31168			10.27917	0.23995			1.88136	2.31909
		3.67335	3.26648			3.66457	0.99486			1.05193	3.4947			0.941	1.32405			10.27984	-1.55782			1.88145	2.31925
		3.67395	3.29299			3.66547	0.98125			1.05219	3.49929			0.94131	1.33768			10.28043	0.41081			1.88155	2.31941
		3.67408	3.23618			3.6662	0.97425			1.05232	3.51556			0.94139	1.28008			10.28233	0.42745			1.88165	2.31956
		3.67542	3.22885			3.66696	0.97326			1.05243	3.51857			0.94152	1.28727			10.28306	0.35264			1.88175	2.31972
		3.67594	3.29658			3.66779	0.98519			1.05249	3.49323			0.94158	1.27355			10.28322	0.19114			1.88184	2.31987
		3.67631	3.28767			3.66813	0.94819			1.05267	3.51257			0.9417	1.29203			10.28532	2.97829			1.88194	2.32003
		3.67698	3.23547			3.66848	0.96656			1.05286	3.51791			0.94181	1.27512			10.28706	1.91508			1.88204	2.32019
		3.67711	3.26397			3.66953	0.96779			1.053	3.51477			0.94191	1.2827			10.28715	1.55132			1.88213	2.32034
		3.67749	3.22403			3.67001	0.95823			1.05322	3.49452			0.94218	1.26813			10.28913	1.8066			1.88223	2.3205
		3.67761	3.2806			3.67109	0.97264			1.05346	3.48748			0.94229	1.33539			10.29079	-0.43121			1.88233	2.32065
		3.67836	3.27673			3.67133	0.97461			1.05354	3.53741			0.94242	1.31296			10.29157	0.45563			1.88242	2.32081
		3.67993	3.25469			3.67189	0.96349			1.05377	3.50378			0.94244	1.28081			10.29185	0.00396			1.88252	2.32097
		3.68045	3.24598			3.67263	0.96159			1.05388	3.50549			0.94272	1.30311			10.29472	0.97401			1.88262	2.32112
		3.68119	3.26207			3.67305	0.97526			1.05398	3.52343			0.94284	1.30639			10.29808	0.11243			1.88271	2.32128
		3.68192	3.23925			3.67329	0.9734			1.05411	3.51425			0.94302	1.29377			10.29829	-0.29611			1.88281	2.32143
		3.68264	3.29378			3.67412	0.96141			1.05436	3.52255			0.94323	1.24813			10.29842	4.22065			1.88291	2.32159
		3.68309	3.28779			3.67485	0.9757			1.05448	3.51495			0.94333	1.30653			10.29884	0.97621			1.883	2.32174
		3.68427	3.29498			3.67524	0.99734			1.05458	3.52437			0.94334	1.31754			10.30042	0.27666			1.8831	2.3219
		3.68538	3.23085			3.67575	0.97468			1.05478	3.51484			0.94363	1.24045			10.30166	1.08524			1.8832	2.32205
		3.68571	3.27619			3.67669	0.95549			1.05481	3.4842			0.94376	1.31229			10.30289	1.03337			1.88329	2.32221
