time,alpha=0.0,alpha=0.5,alpha=1.0
9.801000000000000227e+02,2.780340000000000034e-01,2.782430000000000181e-01,2.549370000000000247e-01
9.901000000000000227e+02,2.756620000000000181e-01,2.762459999999999916e-01,2.528610000000000024e-01
1.000100000000000023e+03,2.735029999999999961e-01,2.738599999999999923e-01,2.508940000000000059e-01
1.100099999999999909e+03,2.529799999999999827e-01,2.528630000000000044e-01,2.313800000000000023e-01
1.200099999999999909e+03,2.353149999999999964e-01,2.349320000000000019e-01,2.155179999999999874e-01
1.300099999999999909e+03,2.203130000000000088e-01,2.199270000000000114e-01,2.018749999999999989e-01
1.400099999999999909e+03,2.070809999999999873e-01,2.074699999999999878e-01,1.900949999999999862e-01
1.500099999999999909e+03,1.963000000000000023e-01,1.964559999999999917e-01,1.803289999999999893e-01
1.600099999999999909e+03,1.871530000000000138e-01,1.870330000000000048e-01,1.717829999999999913e-01
1.700099999999999909e+03,1.792930000000000079e-01,1.795219999999999871e-01,1.647720000000000018e-01
1.800099999999999909e+03,1.723470000000000002e-01,1.723389999999999922e-01,1.584369999999999945e-01
1.900099999999999909e+03,1.667049999999999921e-01,1.666910000000000058e-01,1.528869999999999951e-01
2.000099999999999909e+03,1.614349999999999952e-01,1.614780000000000104e-01,1.478700000000000014e-01
2.100099999999999909e+03,1.568650000000000044e-01,1.570989999999999887e-01,1.439479999999999926e-01
2.200099999999999909e+03,1.532219999999999971e-01,1.535860000000000003e-01,1.398169999999999968e-01
2.300099999999999909e+03,1.498420000000000030e-01,1.499620000000000120e-01,1.371890000000000054e-01
2.400099999999999909e+03,1.473669999999999980e-01,1.473119999999999985e-01,1.346219999999999917e-01
2.500099999999999909e+03,1.449020000000000030e-01,1.448720000000000008e-01,1.321090000000000042e-01
2.600099999999999909e+03,1.426769999999999983e-01,1.431959999999999900e-01,1.307540000000000091e-01
2.700099999999999909e+03,1.402589999999999948e-01,1.409819999999999962e-01,1.290949999999999875e-01
