time,alpha=0.0,alpha=0.5,alpha=1.0
9.701000000000000227e+02,4.228210000000000024e-01,4.477519999999999833e-01,4.241500000000000270e-01
9.801000000000000227e+02,4.208140000000000214e-01,4.456760000000000166e-01,4.219269999999999965e-01
9.901000000000000227e+02,4.188129999999999908e-01,4.435450000000000226e-01,4.200720000000000010e-01
1.000100000000000023e+03,4.170670000000000210e-01,4.418429999999999858e-01,4.183120000000000172e-01
1.100099999999999909e+03,3.999510000000000010e-01,4.230550000000000144e-01,4.011919999999999931e-01
1.200099999999999909e+03,3.845250000000000057e-01,4.067069999999999852e-01,3.855640000000000178e-01
1.300099999999999909e+03,3.714549999999999796e-01,3.922019999999999951e-01,3.717579999999999774e-01
1.400099999999999909e+03,3.590550000000000130e-01,3.796700000000000075e-01,3.596840000000000037e-01
1.500099999999999909e+03,3.477950000000000208e-01,3.678629999999999955e-01,3.485449999999999937e-01
1.600099999999999909e+03,3.384440000000000226e-01,3.575920000000000210e-01,3.382859999999999756e-01
1.700099999999999909e+03,3.293409999999999949e-01,3.483899999999999775e-01,3.291520000000000001e-01
1.800099999999999909e+03,3.213820000000000010e-01,3.400099999999999789e-01,3.210140000000000216e-01
1.900099999999999909e+03,3.149609999999999910e-01,3.324779999999999958e-01,3.140220000000000233e-01
2.000099999999999909e+03,3.085499999999999909e-01,3.253130000000000188e-01,3.075930000000000053e-01
2.100099999999999909e+03,3.027340000000000031e-01,3.194139999999999757e-01,3.014180000000000192e-01
2.200099999999999909e+03,2.979649999999999799e-01,3.141329999999999956e-01,2.965409999999999990e-01
2.300099999999999909e+03,2.932250000000000134e-01,3.094729999999999981e-01,2.917440000000000033e-01
2.400099999999999909e+03,2.889109999999999734e-01,3.049379999999999868e-01,2.876349999999999740e-01
